surface_id,surface,label,count,status,reason,canonical,label_final,label_conflict,labels_seen,package_count,document_count,example_sentence_id,example_text,example_path
sf_a40c511e516dd173,chứng nhận đăng ký xe,DOCUMENT,22,accept,auto_accept_count_ge_3,chứng nhận đăng ký xe,DOCUMENT,False,DOCUMENT:22,3,3,118_2025_qh15.dieu_7.khoan_9.text_1.passage.s007,chứng nhận đăng ký xe,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 9. Sửa đổi, bổ sung khoản 1 Điều 43 như sau: > Đoạn 1"
sf_c7533545b005068f,xe mô tô,VEHICLE,22,accept,auto_accept_count_ge_3,xe mô tô,VEHICLE,False,VEHICLE:22,7,7,118_2025_qh15.dieu_7.khoan_8.diem_b.text_1.passage.s001,xe mô tô,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 8. Sửa đổi, bổ sung một số điểm, khoản của Điều 42 như sau: > Điểm b. Sửa đổi, bổ sung điểm e khoản 5 như sau: > Đoạn 1"
sf_e7a5e0e41d27ba0d,xe tập lái,VEHICLE,22,accept,auto_accept_count_ge_3,xe tập lái,VEHICLE,False,VEHICLE:22,1,1,14_2025_tt_bxd.phu_luc_i_chuong_trinh_khung_dao_tao_xe.table_13.row_11.passage.s001,xe tập lái,Phụ lục I > CHƯƠNG TRÌNH KHUNG ĐÀO TẠO LÁI XE > Bảng 13 > Dòng 11
sf_fd0e818a56285bd9,cục đường bộ việt nam,ACTOR,21,accept,auto_accept_count_ge_3,cục đường bộ việt nam,ACTOR,False,ACTOR:21,4,4,12_2025_tt_bxd.dieu_27.khoan_4.diem_a.passage.s001,Cục Đường bộ Việt Nam,"12/2025/TT-BXD > Chương VII. TRÁCH NHIỆM CỦA CÁC TỔ CHỨC, CÁ NHÂN > Điều 27. Trách nhiệm của Sở Xây dựng > Khoản 4. Thực hiện công tác báo cáo theo quy định như sau: > Điểm a. Định kỳ hàng quý, năm báo cáo tình hình cấp giấy phép lưu hành xe về Cục Đường bộ Việt Nam theo mẫu quy định tại Phụ lục V, Phụ lục VI, Phụ lục VII, Phụ lục VIII ban hành kèm theo Thông tư này;"
sf_8a491c3b4e6d12a3,thiết bị ghi nhận hình ảnh người lái xe,VEHICLE_CONDITION_OR_EQUIPMENT,21,accept,auto_accept_count_ge_3,thiết bị ghi nhận hình ảnh người lái xe,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:21,3,3,118_2025_qh15.dieu_7.khoan_18.text_1.passage.s001,thiết bị ghi nhận hình ảnh người lái xe,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 18. Sửa đổi, bổ sung điểm c khoản 4 Điều 75 như sau: > Đoạn 1"
sf_0a7856fb1c1dd575,có 02 chất ma túy trở lên,BEHAVIOR,20,accept,auto_accept_count_ge_3,có 02 chất ma túy trở lên,BEHAVIOR,True,CONDITION:8; BEHAVIOR:20,2,2,100_2015_qh13.dieu_249.khoan_4.diem_h.passage.s001,Có 02 chất ma túy trở lên,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XX. CÁC TỘI PHẠM VỀ MA TÚY > Điều 249. Tội tàng trữ trái phép chất ma túy > Khoản 4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: > Điểm h. Có 02 chất ma túy trở lên mà tổng số lượng của các chất đó tương đương với số lượng chất ma túy quy định tại một trong các điểm từ điểm a đến điểm g khoản này."
sf_29028a969f4a98a8,căn cước công dân,DOCUMENT,20,accept,auto_accept_count_ge_3,căn cước công dân,DOCUMENT,False,DOCUMENT:20,3,3,12_2025_tt_bca.phu_luc_vii_nhiem_vu_quyen_han_cua_hoi_dong_sat_hach.appendix_item_decimal_5.2.2.passage.s001,căn cước công dân,"Phụ lục VII > NHIỆM VỤ, QUYỀN HẠN CỦA HỘI ĐỒNG SÁT HẠCH > I. Nhiệm vụ, quyền hạn của các thành viên hội đồng sát hạch > 5. Nhiệm vụ, quyền hạn của sát hạch viên > 5.2. Quyền hạn > 5.2.2. Yêu cầu thí sinh xuất trình một trong các giấy tờ: căn cước công dân, căn cước, hộ chiếu và giấy phép lái xe (đối với các trường hợp nâng hạng, sát hạch để cấp lại giấy phép lái xe và miễn sát hạch lý thuyết) để đối chiếu với hồ sơ."
sf_6be73c418c77cfbe,màu sơn,VEHICLE_CONDITION_OR_EQUIPMENT,20,accept,auto_accept_count_ge_3,màu sơn,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:20,4,4,13_2025_tt_bca.mau_dkx10_79_giay_khai_dang_ky_xe.field_so_khung_................................................._mau_son_18.passage.s001,Màu sơn,Mẫu số DKX10_79 > GIẤY KHAI ĐĂNG KÝ XE > GIẤY KHAI ĐĂNG KÝ XE > Số khung ................................................. Màu sơn
sf_1bb72c2d681bdaf3,giấy phép,DOCUMENT,19,accept,auto_accept_count_ge_3,giấy phép,DOCUMENT,False,DOCUMENT:19,6,6,100_2015_qh13.dieu_275.khoan_4.passage.s001,giấy phép,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XXI. CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG > Mục 1. CÁC TỘI XÂM PHẠM AN TOÀN GIAO THÔNG > Điều 275. Tội điều động người không đủ điều kiện điều khiển các phương tiện giao thông đường thủy > Khoản 4. Người điều động người không có giấy phép, giấy chứng nhận hoặc chứng chỉ chuyên môn theo quy định hoặc không đủ các điều kiện khác theo quy định của pháp luật giao thông đường thủy gây thương tích hoặc gây tổn hại cho sức khỏe của 01 người với tỷ lệ tổn thương cơ thể từ 31% đến 60% hoặc gây thương tích hoặc gây tổn hại cho sức khỏe của 02 người trở lên mà tổng tỷ lệ tổn thương cơ thể của những người này từ 31% đến 60% hoặc đã bị xử lý kỷ luật, xử phạt vi phạm hành chính về hành vi này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 30.000.000 đồng đến 100.000.000 đồng, phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 03 tháng đến 02 năm."
sf_358b1f2a1483dffe,hệ thống quản lý cơ sở dữ liệu thanh toán điện tử giao thông đường bộ,INFRASTRUCTURE,19,accept,auto_accept_count_ge_3,hệ thống quản lý cơ sở dữ liệu thanh toán điện tử giao thông đường bộ,INFRASTRUCTURE,False,INFRASTRUCTURE:19,1,1,119_2024_nd_cp.dieu_8.khoan_1.passage.s001,Hệ thống quản lý cơ sở dữ liệu thanh toán điện tử giao thông đường bộ,119/2024/ND-CP > Chương II. HỆ THỐNG THANH TOÁN ĐIỆN TỬ GIAO THÔNG > Điều 8. Hệ thống quản lý cơ sở dữ liệu thanh toán điện tử giao thông đường bộ > Khoản 1. Hệ thống quản lý cơ sở dữ liệu thanh toán điện tử giao thông đường bộ phải bảo đảm các yêu cầu sau đây:
sf_9d0fe97aabd9948a,biển số xe,VEHICLE_CONDITION_OR_EQUIPMENT,19,accept,auto_accept_count_ge_3,biển số xe,VEHICLE_CONDITION_OR_EQUIPMENT,True,VEHICLE_CONDITION_OR_EQUIPMENT:19; DOCUMENT:18; INFRASTRUCTURE:3; VEHICLE:10,6,6,118_2025_qh15.dieu_7.khoan_9.text_1.passage.s007,biển số xe,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 9. Sửa đổi, bổ sung khoản 1 Điều 43 như sau: > Đoạn 1"
sf_c68ba2ee16d1b61a,thiết bị giám sát hành trình,VEHICLE_CONDITION_OR_EQUIPMENT,19,accept,auto_accept_count_ge_3,thiết bị giám sát hành trình,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:19,3,3,118_2025_qh15.dieu_7.khoan_6.text_1.passage.s001,thiết bị giám sát hành trình,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 6. Sửa đổi, bổ sung khoản 2 và khoản 3 Điều 35 như sau: > Đoạn 1"
sf_f5e1e849f5de255d,biển số xe,DOCUMENT,18,accept,auto_accept_count_ge_3,biển số xe,DOCUMENT,True,VEHICLE_CONDITION_OR_EQUIPMENT:19; DOCUMENT:18; INFRASTRUCTURE:3; VEHICLE:10,2,2,13_2025_tt_bca.dieu_12.khoan_8.text_1.passage.s001,biển số xe,"13/2025/TT-BCA > Điều 12. Sửa đổi, bổ sung một số điều của Thông tư số 79/2024/TT-BCA ngày 15 tháng 11 năm 2024 của Bộ trưởng Bộ Công an quy định về cấp, thu hồi chứng nhận đăng ký xe, biển số xe cơ giới, xe máy chuyên dùng > Khoản 8. Sửa đổi, bổ sung điểm b khoản 2 Điều 27 như sau: > Đoạn 1"
sf_f612fa89c26d8f8e,"xe vận chuyển hàng siêu trường, siêu trọng",VEHICLE,18,accept,auto_accept_count_ge_3,"xe vận chuyển hàng siêu trường, siêu trọng",VEHICLE,False,VEHICLE:18,2,2,12_2025_tt_bxd.dieu_24.text_1.passage.s001,"xe vận chuyển hàng siêu trường, siêu trọng","12/2025/TT-BXD > Chương VI. CẤP GIẤY PHÉP LƯU HÀNH XE QUÁ TẢI TRỌNG, XE QUÁ KHỔ GIỚI HẠN, XE BÁNH XÍCH, XE VẬN CHUYỂN HÀNG SIÊU TRƯỜNG, SIÊU TRỌNG TRÊN ĐƯỜNG BỘ > Điều 24. Thẩm quyền cấp giấy phép lưu hành xe > Đoạn 1"
sf_9b8882ca01cf66b1,xe bị chết máy,VEHICLE_CONDITION_OR_EQUIPMENT,18,accept,auto_accept_count_ge_3,xe bị chết máy,VEHICLE_CONDITION_OR_EQUIPMENT,True,VEHICLE_CONDITION_OR_EQUIPMENT:18; BEHAVIOR:3,1,1,12_2025_tt_bca.phu_luc_iv_quy_trinh_sat_hach_lai_xe_cac_hang_b_c1_c_d1_d2_va_d.table_8.passage.s001,Xe bị chết máy,"Phụ lục IV > QUY TRÌNH SÁT HẠCH LÁI XE CÁC HẠNG B, C1, C, D1, D2 VÀ D > C. SÁT HẠCH THỰC HÀNH > I. Sát hạch thực hành lái xe trong hình > 2. Đối với người dự sát hạch > 2.2. Thực hiện bài sát hạch thực hành lái xe trong hình > 2.2.2. Yêu cầu đối với các bài sát hạch lái xe trong hình > đ) Bài sát hạch: qua ngã tư có tín hiệu điều khiển giao thông > Bảng 8"
sf_c87f53f8596f1d71,các chất ma túy khác ở thể lỏng,BEHAVIOR,17,accept,auto_accept_count_ge_3,các chất ma túy khác ở thể lỏng,BEHAVIOR,True,CONDITION:5; BEHAVIOR:17; VEHICLE_CONDITION_OR_EQUIPMENT:6,2,2,100_2015_qh13.dieu_249.khoan_4.diem_g.passage.s001,Các chất ma túy khác ở thể lỏng,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XX. CÁC TỘI PHẠM VỀ MA TÚY > Điều 249. Tội tàng trữ trái phép chất ma túy > Khoản 4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: > Điểm g. Các chất ma túy khác ở thể lỏng có thể tích 750 mililít trở lên;"
sf_225c51a2fbc7c7b8,sử dụng,BEHAVIOR,17,accept,auto_accept_count_ge_3,sử dụng,BEHAVIOR,False,BEHAVIOR:17,2,2,100_2015_qh13.dieu_259.khoan_1.passage.s001,sử dụng,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XX. CÁC TỘI PHẠM VỀ MA TÚY > Điều 259. Tội vi phạm quy định về quản lý, sử dụng chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần > Khoản 1. Người nào có trách nhiệm trong việc sản xuất, vận chuyển, bảo quản, tồn trữ, mua bán, phân phối, sử dụng, xử lý, trao đổi, xuất khẩu, nhập khẩu, quá cảnh lãnh thổ Việt Nam, kê đơn, bán thuốc, giám định, nghiên cứu chất ma túy, tiền chất, thuốc gây nghiện, thuốc hướng thần mà thực hiện một trong các hành vi sau đây, đã bị xử lý kỷ luật hoặc xử phạt vi phạm hành chính về một trong các hành vi này hoặc đã bị kết án về một trong các tội phạm về ma túy, chưa được xóa án tích mà còn vi phạm, thì bị phạt tiền từ 10.000.000 đồng đến 100.000.000 đồng hoặc bị phạt tù từ 01 năm đến 05 năm:"
sf_941686211ac582fc,cơ sở đào tạo lái xe,INFRASTRUCTURE,17,accept,auto_accept_count_ge_3,cơ sở đào tạo lái xe,INFRASTRUCTURE,True,ACTOR:34; INFRASTRUCTURE:17,3,3,12_2025_tt_bca.dieu_30.khoan_3.diem_a.passage.s008,cơ sở đào tạo lái xe,"12/2025/TT-BCA > Chương V. HỆ THỐNG THÔNG TIN VỀ SÁT HẠCH, CẤP GIẤY PHÉP LÁI XE > Điều 30. Yêu cầu đối với hệ thống thông tin về sát hạch, cấp giấy phép lái xe > Khoản 3. Hệ thống thông tin về sát hạch, cấp giấy phép lái xe tại Cục Cảnh sát giao thông > Điểm a. Quản lý tối thiểu các thông tin: số giấy phép lái xe; xác nhận hoàn thành khóa đào tạo; họ, tên; số định danh cá nhân; ngày, tháng, năm sinh; quốc tịch; nơi cư trú; cơ sở đào tạo lái xe; hạng xe đào tạo; khoá đào tạo; ngày đạt kết quả sát hạch; cơ quan sát hạch; địa điểm tổ chức sát hạch (trung tâm sát hạch lái xe hoặc sân tập lái dùng để sát hạch); ngày cấp, đổi, cấp lại giấy phép lái xe; cơ quan cấp, đổi, cấp lại giấy phép lái xe; hạng giấy phép lái xe; ngày hết hạn; số phôi giấy phép lái xe;"
sf_8dad81cbee5c1d99,biển số xe đấu giá,VEHICLE,17,accept,auto_accept_count_ge_3,biển số xe đấu giá,VEHICLE,False,VEHICLE:17,1,1,156_2024_nd_cp.mau_so_02_to_khai_tien_ban_dau_gia_bien_so_xe.text_17.passage.s002,biển số xe đấu giá,Mẫu số 02 > TỜ KHAI TIỀN BÁN ĐẤU GIÁ BIỂN SỐ XE > Mẫu số 02 > Đoạn 17
sf_1e33f05835592132,thiết bị phát tín hiệu của xe ưu tiên,VEHICLE_CONDITION_OR_EQUIPMENT,17,accept,auto_accept_count_ge_3,thiết bị phát tín hiệu của xe ưu tiên,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:17,1,1,151_2024_nd_cp.mau_so_02d_bao_cao_viec_quan_ly_su_dung_thiet_bi_phat_tin_hieu_cua_xe_uu_tien.table_2.passage.s001,thiết bị phát tín hiệu của xe ưu tiên,"Mẫu số 02d.Bao > Báo cáo việc quản lý, sử dụng thiết bị phát tín hiệu của xe ưu tiên > Mẫu số 02d. Báo cáo việc quản lý, sử dụng thiết bị phát tín hiệu của xe ưu tiên > Bảng 2"
sf_4da09d75b2c4bb14,học viên,ACTOR,16,accept,auto_accept_count_ge_3,học viên,ACTOR,False,ACTOR:16,2,2,12_2025_tt_bca.dieu_8.khoan_2.diem_b.text_1.passage.s001,Học viên,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 8. Tập huấn, kiểm tra và cấp, đổi, cấp lại, thu hồi thẻ sát hạch viên thuộc lực lượng Công an nhân dân > Khoản 2. Nội dung tập huấn > Điểm b. Tập huấn thực hành tại trung tâm sát hạch lái xe > Đoạn 1"
sf_1e5161e935cfb446,lái xe,ACTOR,16,accept,auto_accept_count_ge_3,lái xe,ACTOR,True,ACTOR:16; BEHAVIOR:2,4,4,12_2025_tt_bxd.phu_luc_xi_huong_dan_xep_hang_hoa_la_phuong_tien_van_tai_may_moc_thiet_bi_ky_thuat.appendix_point_e.passage.s001,lái xe,"Phụ lục XI > HƯỚNG DẪN XẾP HÀNG HÓA LÀ PHƯƠNG TIỆN VẬN TẢI, MÁY MÓC, THIẾT BỊ KỸ THUẬT > 1. Xếp hàng hóa là máy móc, thiết bị kỹ thuật trong khi vận chuyển > e) Khi vận chuyển hàng hóa quá cao, lái xe cần biết chính xác chiều cao của hàng hóa và chiều rộng của hàng hóa ở độ cao đó để tránh việc gây hư hỏng cầu đường bộ. Những hàng hóa có trọng tâm cao có thể ảnh hưởng nghiêm trọng đến sự ổn định của phương tiện và của chính hàng hóa đó thì chỉ được vận chuyển bằng những phương tiện vận tải có sàn thấp;"
sf_9981ba4ff16f6911,người học lái xe,ACTOR,16,accept,auto_accept_count_ge_3,người học lái xe,ACTOR,False,ACTOR:16,1,1,14_2025_tt_bxd.dieu_13.khoan_2.passage.s001,Người học lái xe,"14/2025/TT-BXD > Chương II. ĐÀO TẠO LÁI XE > Điều 13. Yêu cầu đối với người học lái xe > Khoản 2. Người học lái xe để nâng hạng giấy phép lái xe phải đáp ứng theo quy định tại khoản 4 Điều 60 Luật Trật tự, an toàn giao thông đường bộ; trong đó, thời gian lái xe an toàn cho từng hạng giấy phép lái xe được quy định cụ thể như sau:"
sf_c5c773d267aa3e25,các chất ma túy khác ở thể rắn,BEHAVIOR,16,accept,auto_accept_count_ge_3,các chất ma túy khác ở thể rắn,BEHAVIOR,True,CONDITION:5; BEHAVIOR:16; VEHICLE_CONDITION_OR_EQUIPMENT:7,2,2,100_2015_qh13.dieu_249.khoan_4.diem_e.passage.s001,Các chất ma túy khác ở thể rắn,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XX. CÁC TỘI PHẠM VỀ MA TÚY > Điều 249. Tội tàng trữ trái phép chất ma túy > Khoản 4. Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tù từ 15 năm đến 20 năm hoặc tù chung thân: > Điểm e. Các chất ma túy khác ở thể rắn có khối lượng 300 gam trở lên;"
sf_9b2c148a8050fe9b,trạm thu phí đường bộ,INFRASTRUCTURE,16,accept,auto_accept_count_ge_3,trạm thu phí đường bộ,INFRASTRUCTURE,False,INFRASTRUCTURE:16,2,2,119_2024_nd_cp.dieu_15.khoan_5.passage.s001,trạm thu phí đường bộ,119/2024/ND-CP > Chương IV. THANH TOÁN ĐIỆN TỬ GIAO THÔNG ĐƯỜNG BỘ > Mục 1. THANH TOÁN TIỀN SỬ DỤNG ĐƯỜNG BỘ > Điều 15. Thanh toán tiền sử dụng đường bộ theo hình thức điện tử không dừng > Khoản 5. Các trạm thu phí đường bộ không nằm trên đường cao tốc phải triển khai thu tiền sử dụng đường bộ theo hình thức điện tử không dừng và duy trì mỗi trạm thu phí đường bộ có 01 làn thu phí hỗn hợp hoặc 01 làn xử lý sự cố (làn thu phí áp dụng cả hình thức điện tử không dừng và một dừng) trên mỗi chiều lưu thông theo quy định.
sf_cd988b36f1be835f,người điều khiển xe máy chuyên dùng,ACTOR,15,accept,auto_accept_count_ge_3,người điều khiển xe máy chuyên dùng,ACTOR,False,ACTOR:15,3,3,118_2025_qh15.dieu_7.khoan_1.diem_a.text_1.passage.s001,người điều khiển xe máy chuyên dùng,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 1. Sửa đổi, bổ sung một số điểm của khoản 1 Điều 7 như sau: > Điểm a. Sửa đổi, bổ sung điểm c và điểm d như sau: > Đoạn 1"
